title,body_text,hashtags
[ 대학원 ] 학위논문 심사위원 위촉 관련 유의사항 안내,"//<![CDATA[ var resPath = '/_custom/yonseidep/resource/', isEditorImageUpload = 'true' == 'false'? false: true; //]]> 제목 [대학원] 학위논문 심사위원 위촉 관련 유의사항 안내 작성일 2025.09.15 작성자 공과대학 홈페이지 관리자 게시글 내용 학위논문 심사의 공정성 및 신뢰성 확보를 위해 고등교육법 시행령 제44조(학위논문의 제출 및 심사)에 따라 대학원 학칙 제31조가 개정되었습니다.이에 따라 변경된 학위논문 심사위원 선정 절차를 다음과 같이 안내드립니다.1. 심사위원 선정: 학사포털로 학과에서 심사위원명부 승인→ 운영위원회 위촉심사위원 명부입력(학생)심사위원명부등록 승인(학과)심사위원변경요청(학과)최종심사위원 위촉(대학원)심사위원회 본심사 시행(학과)학사포털로 명부 입력심사위원 자격 검토 →학사포털 등록 승인불가피하게 변경이 필요할 경우 합당한 사유 기재하여 변경 요청운영위원회 의결학위논문본심사 시행학위논문심사위원명부 등록 기간8/14(목)~9/19(금)학위논문 심사위원 등록 승인기간8/14(목)~9/23(화)본심사 시행 이전8/14(목)~10/24(금)본심사 시행 이전본심사 시행 2. 심사위원 변경: [붙임]의 양식 활용 가. 변경지침: 학사포털로 승인된 심사위원 명부는 '변경불가'를 원칙으로 함. 단, 불가피하게 심사위원을 변경해야 하는 경우에는 합당한 사유(예: 유고 등)를 기재하여 본심사 시행 이전에 변경 요청 허용 나. 2025-2학기 심사위원 변경요청 기간 : 8/14(목)~10/24(금)(이후 변경 불가, 중요) 다. 유의사항(중요): 지정 기간 이후에는 심사위원 변경이 불가하므로 반드시 본심사 시행이전의 심사위원명단을 확인하고 본심사를 시행 할 것. 첨부 [붙임] 학위논문 심사위원 변경 요청서_양식.hwp 목록 이전글 [대학원] 2025-2학기 학위논문 연구계획서 제출 및 논문심사 일정 안내 다음글 2026학년도 1학기 캠퍼스내 소속변경 전형 요강",#학사
2026학년도 1학기 캠퍼스내 소속변경 전형 요강,"//<![CDATA[ var resPath = '/_custom/yonseidep/resource/', isEditorImageUpload = 'true' == 'false'? false: true; //]]> 제목 2026학년도 1학기 캠퍼스내 소속변경 전형 요강 작성일 2025.10.13 작성자 공과대학 홈페이지 관리자 게시글 내용 1 . 모집학과◼ 지원가능 현황표에서 확인◼ 일반 학과(전공) 학생의 예・체능계열, 언더우드국제대학 모든 학과, 의과대학, 치과대학, 간호대학, 약학대학, 시스템반도체공학과, 디스플레이융합공학과으로의 소속변경은 불허함◼ 학과 심사 결과에 따라 적격자가 없다고 판단할 경우, 선발하지 않거나 선발가능 인원보다 적게 선발할 수 있음2. 지원 자격 및 범위◼ 당초입학생에 한하여 지원 가능◼ 제1전공이 승인된 학생(휴학생 지원 가능) 중에서 3학기 이상 이수한 2학년 또는 6학기 이수 전인 3학년 재학 생 및 휴학생에 한하여 지원 가능※ 3학년(6학기 이수자) 과정을 이수한 재학생이나 휴학생은 지원할 수 없음※ 예·체능계열 입학자 및 시스템반도체공학과, 디스플레이융합공학과 학생은 소속변경 지원 불가함◼ 소속변경 지원 전까지 소속학과의 전공과목 중 최소 9학점 이상 이수한 자에 한하여 지원 가능3. 전형 방법1) 1차 심사◼ 소속학과 전공과목 9학점 이상 이수 여부 및 소속학과·대학의 1차 심사 종합의견 심의◼ 2차 심사대상(면접대상) 여부 공지2) 2차 심사◼ 지원 대학·학과에서 서류 심사 후 면접대상자 선정(단 지원대상자의 면접 기회를 부여하기 위해 지원인원의 50%이상 면접을 원칙으로 함)◼ 서류 심사 합격자 대상 면접 심사 진행(필요에 따라 실기 및 필기시험 부과)4. 전형 일정1) 신청기간: 2025. 10. 27.(월) ~ 10. 31.(금) 오후 5시2) 신청방법◼ 연세포탈서비스(http://portal.yonsei.ac.kr) 접속 후 로그인◼ 학사정보시스템 → 학사행정 → 학적 → 학생 → 캠퍼스내 소속변경신청◼ 소속변경 신청 화면에서 소속변경 사유 및 학업계획을 작성하고 저장3) 면접대상자 발표: 2025. 11. 13.(목) 오전 10시* 연세포탈서비스 로그인 → 학사행정 → 학적 → 학생 → 캠퍼스내 소속변경신청 메뉴 → 진행상태에서 확인4) 2차 면접심사 일정 및 장소: 2025. 11. 18.(화)* 연세포탈서비스 로그인 → 학사행정 → 학적 → 학생 → 캠퍼스내 소속변경신청 메뉴 → 면접안내정보에서 확인5) 최종 합격자 발표: 2025. 12. 5.(금)* 연세포탈서비스 로그인 → 학사행정 → 학적 → 학생 → 캠퍼스내 소속변경신청 메뉴→ 최종심사결과에서 확인5. 유의사항1) 소속변경에 합격하더라도 학번은 변동되지 않음2) 당초입학생이 아닌 편입생(일반,학사,군위탁), 졸업예정자 복수전공생, 재입학생은 소속변경을 지원할 수 없음 2) 소속변경 지원서 접수 후 취소가 불가하여 신중히 지원여부를 결정하여야 함4) 소속변경 합격 후에는 취소가 불가함5) 소속변경 합격자는 전입한 학과에서 지정한 교과과정을 이수하여야 함 6) 소속변경생은 최우등·우등졸업 대상에서 제외됨7) 글로벌인재대학으로의 소속변경은 반드시 희망 학과를 선택하여 신청해야함 첨부 1. 2026-1학기 캠퍼스내 소속변경 전형 안내문.pdf 2. 2026-1학기 소속변경 지원가능 현황표.pdf 목록 이전글 [대학원] 학위논문 심사위원 위촉 관련 유의사항 안내 다음글 [한국공학한림원] 차세대공학리더(YEHS)에 참여할 리더급 공대 학생 선발",#학사
[ 대학원 ] 2025 - 2학기 학위논문 연구계획서 제출 및 논문심사 일정 안내,"//<![CDATA[ var resPath = '/_custom/yonseidep/resource/', isEditorImageUpload = 'true' == 'false'? false: true; //]]> 제목 [대학원] 2025-2학기 학위논문 연구계획서 제출 및 논문심사 일정 안내 작성일 2025.07.22 작성자 공과대학 홈페이지 관리자 게시글 내용 첨부 붙임2.대학원 졸업요건(학과참조).pdf 붙임5.학위논문 관련 학사포털_학생 매뉴얼(학생공지용)_개정본(250719).pdf 붙임6.학위논문 연구계획서 제출 및 논문심사 프로세스 안내_(학생공지용).pdf 붙임7.Graduate Thesis Research Proposal Submission and Thesis Evaluation Procedures(학생공지용).pdf 붙임8학위논문작성 연구윤리준수 서약서(학생공지_참조용_포탈에서 동의).pdf 목록 이전글 2025학년도 2학기 학부 휴학 및 복학 신청 일정 안내 다음글 [대학원] 학위논문 심사위원 위촉 관련 유의사항 안내",#학사
[학부] 2025학년도 2학기 학부 프린트 지원 안내 (2-4학년 재학생),"사이드메뉴 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 컨텐츠 내용 시작 공지사항 2025학년도 2학기 학부 프린트 지원 안내 (2-4학년 재학생) 등록일: 2025-09-11 | 조회수: 634 2025학년도 2학기 학부 프린트 지원 안내 ※프린트 사용 안내 메일은 포탈에 등록된 이메일로 해당자에게 별도 발송 예정입니다. ■ 지원 대상 : 경영학과 ""1전공"" 2~4학년 재학생 (초과학기생은 10학점 이상 수강 시 지원) ■ 지원 금액 : 학기당 15,000원 (흑백 단가 50원, 컬러 단가 300원) ■ 사용 기간 : 2025년 9월 12일 - 12월 31일 ■ 사용 안내 : - ID 및 사용 방법 안내는 포탈에 등록된 이메일로 발송할 예정입니다.- 해당 ID는 연세대학교 내 모든 생협복합기에서 사용 가능하며, 계정도용방지를 위해 메일을 받으신 후 반드시 비밀번호를 변경하시기 바랍니다. (미변경으로 인한 책임은 해당 학생에게 있습니다.)- 지원금액 초과 사용분은 개인에게 청구됩니다.- 문의: 경영대학 행정팀 (scholarship.ysb@yonsei.ac.kr) 목록 이전글 2025-2학기 가계 곤란 장학금(Need-based Fellowship) 시행 안내 2025-09-24 다음글 2025-1학기 경영학과 최우등 · 우등 · 우수 · Class MVP 수상자 발표 2025-09-09 $(window).on(""orientationchange"",function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); jQuery(window).load(function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); 컨텐츠 내용 끝",#일반
[공통] [YVIP] 2025 연세창업혁신프로그램 제 22회 콜로퀴엄 특강,"사이드메뉴 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 컨텐츠 내용 시작 공지사항 [YVIP] 2025 연세창업혁신프로그램 제 22회 콜로퀴엄 특강 등록일: 2025-10-21 | 조회수: 118 ▣ 상기 이미지 파일 클릭 시 신청페이지 연동 ▣ 신청 기간: 10월 20일 (월) ~ ▣ 선정 인원: 경영대 및 연세대 재학생 (선착순 200명) ▣ 선정 발표: 10월 27일 (월) 17시 (문자로 개별 안내 예정) ※ No Show 시 차기 프로그램 신청이 제한될 수 있으니 신중히 신청해 주세요. 목록 이전글 Apple 디벨로퍼 아카데미 연세대 특별 워크숍 안내 2025-10-22 다음글 2025학년도 2학기 학생 선택에 따른 S/U 평가제도 신청 안내 2025-10-15 $(window).on(""orientationchange"",function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); jQuery(window).load(function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); 컨텐츠 내용 끝","#행사,#취업"
[학부] 2025년 2학기 한국은행 동문 생활장학금 (~10/30),"사이드메뉴 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 컨텐츠 내용 시작 공지사항 2025년 2학기 한국은행 동문 생활장학금 (~10/30) 등록일: 2025-10-13 | 조회수: 565 한국은행 재직 중인 연세대 선배님들께서 후배들을 사랑하는 마음으로 이번 학기에 800만원을 기부해 주셨습니다. 이를 재원으로 하는 한은 동문 생활장학금을 만들었으며 장학생을 모집합니다. 지원대상 - 상경대학 및 경영대학 재학생 - 생활비 마련 때문에 학업 지속이 어려운 학생 지원금액 - 선정 학생(4-8명)에게 2025년 11월 중에 100-200만원 차등 지급 지원방법 - 경제학부 이경우 교수(kwlee76@yonsei.ac.kr)에게 이메일로 제출 - 이메일 제목은 [한은 동문 생활장학금 지원]으로 하며 제출 서류는 pdf 파일 형태로 제출할 것. 선발절차 - 2025년 10월 30일 (목요일)까지 서류 제출 - 필요시 면접이 있을 수 있으며 선정된 학생에게 개별 통보 예정 유의사항 - 필수 제출서류: 자기소개서 (A4 2쪽 이내), 재학증명서, 성적증명서 - 선택 제출서류: 추천서 (지도교수 또는 학과장 날인 필수) - 필요시 한국장학재단 소득구간(분위) 통지서, 가족관계증명서, 부모 소득금액 증명원, 부모 지방세 세목별 과세증명서를 제출할 수 있어야 함. * 관련문의 : 상경대학 경제학부 (yonsei-eco@yonsei.ac.kr) 목록 이전글 AI혁신연구원 개원식 초청(10/24 14:30, 백주년기념관 콘서트홀) 2025-10-15 다음글 블루버터플라이 글로벌 장학생 선발 (2026-1학기 파견 예정) (~10/19) 2025-09-29 $(window).on(""orientationchange"",function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); jQuery(window).load(function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); 컨텐츠 내용 끝",#장학
[학부] 2025년 경영대학 Discovery Track 장학생 5기 선발 공고 (~10.21),"사이드메뉴 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 컨텐츠 내용 시작 공지사항 2025년 경영대학 Discovery Track 장학생 5기 선발 공고 (~10.21) 등록일: 2025-09-24 | 조회수: 828 [붙임3] (재)연경장학회 Discovery Track 5기 참가팀 모집공고.hwp (143.50KB) Ⅰ. 사업목적 □ 창의성과 독창성을 바탕으로 도전적 탐구경험을 통해 차세대 글로벌 리더로서의 역량을 키우고, 미래 경쟁력을 선도할 인재로서 잠재력 발견 지원 □ 팀별 활동을 통해 공동체 정신을 경험하고 지도적 역량을 발휘할 수 있는 토대 마련 Ⅱ. 사업개요 □ 사 업 명: 블루버터플라이 Discovery Track 5기 □ 선발인원: 미정(팀당 3~4명) □ 선발대상: 연세 상경‧경영대학 재학생 및 제2전공자 - 2025-2학기 현재 3차~7차 학기 재학 중인 자 - 2025-2학기 재학 필수(휴학생, 초과학기자 및 교환학생 지원 불가) - 학기중 중도 휴학시 장학금 지급 불가 ※ 선발 기준에 부합하는 팀이 없을 경우 선발하지 않음 □ 지원내용: 1인당 350만 원 한도 내 실비지원 ※ 탐방 결과발표회 통해 1팀 선발하여 1인당 우승상금 100만 원 지원 (우승팀 선발 기준에 부합하는 팀이 없을 경우 선발하지 않음) □ 탐방기간 및 목적지: 겨울방학 중 2주 이내, 국내‧외 무관 □ 탐방주제: ‘사람들의 삶을 더 매력있게’하는 F&F의 글로벌 비즈니스 전략 제시 ※ F&F는 Discovery Track 후원자인 김창수[81경영] 선배님이 운영하고 계신 글로벌 패션&컬쳐 기업입니다. ※ F&F 브랜드 중 선정: 신규시장 탐색, 신기술 연계 제품 제안, 신규사업 진출전략 등 세부주제 제한 없음 ※ 단순 관광성 탐방 불가 □ 주요일정 내용 일정 비고 모집 공고 및 접수 ~’25.10.21.(화) 서류 및 면접 안내 ‘25년 11월 초 예정 상세 일정 추후 안내 최종합격자 발표 ‘25년 11월 중순 예정 상세 일정 추후 안내 오리엔테이션 ‘25년 12월 탐방실시 겨울방학 ‘25.12.22.(월)~’25.3.2.(월) 중 2주 이내 결과발표회 ‘26년 3월 이후 팀별 탐방결과 발표 ※ 상기 일정은 (재)연경장학회와 학사일정으로 인해 변경될 수 있습니다. □ 문의: (재)연경장학회/ ykfoundation@yonsang.com 목록 이전글 CFA Student Scholarships for 2026 Exam (~10/17) 2025-09-25 다음글 2025-2학기 가계 곤란 장학금(Need-based Fellowship) 시행 안내 2025-09-24 $(window).on(""orientationchange"",function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); jQuery(window).load(function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori",#장학
[석박사] 2025-2학기 가계 곤란 장학금(Need-based Fellowship) 시행 안내,"사이드메뉴 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 컨텐츠 내용 시작 공지사항 2025-2학기 가계 곤란 장학금(Need-based Fellowship) 시행 안내 등록일: 2025-09-24 | 조회수: 323 2025-2학기 가계 곤란 장학금(Need-based Fellowship) 시행 안내 1. 장학금명: 가계 곤란 장학금(Need-based-Fellowship) 2. 대상자: 내국인 재학생 중 기초생활수급자 3. 지원내역: 1인당 3백만원 4. 지원기간: 해당 학기(1개 학기) 5. 신청 절차: 학생 본인이 제출 서류 첨부하여 대학원 이메일(cye@yonsei.ac.kr)로 신청(대리 신청 불가) 6. 접수 기간: 9.26.(금)~10.2.(목) 제출 서류, 선발 일정 등 세부사항은 대학원 홈페이지 링크를 참고하시기 바랍니다. (일반대학원 교내공지사항 게시판읽기 ( 2025학년도 2학기 가계 곤란 장학금 신청 안내 ) | 대학원) 목록 이전글 2025년 경영대학 Discovery Track 장학생 5기 선발 공고 (~10.21) 2025-09-24 다음글 2025학년도 2학기 학부 프린트 지원 안내 (2-4학년 재학생) 2025-09-11 $(window).on(""orientationchange"",function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); jQuery(window).load(function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); 컨텐츠 내용 끝",#장학
"[공통] AI혁신연구원 개원식 초청(10/24 14:30, 백주년기념관 콘서트홀)","사이드메뉴 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 컨텐츠 내용 시작 공지사항 AI혁신연구원 개원식 초청(10/24 14:30, 백주년기념관 콘서트홀) 등록일: 2025-10-15 | 조회수: 4,388 안녕하세요, 연세대학교 AI혁신연구원입니다. 본 연구원은 AI 기술과 교육·사회·산업 전반의 융합을 선도하기 위해 설립되었습니다. 다가오는 AI혁신연구원 개원식을 맞이하여 학계 및 산업계의 다양한 전문가분들과 함께 AI의 미래를 논의하는 뜻깊은 자리를 마련하고자 합니다. 이에 개원 기념식 및 컨퍼런스 Parallel Session에 귀하를 정중히 초대합니다. 행사에서 뵙기를 고대합니다. 감사합니다. 연세대학교 AI혁신연구원장 연세대학교 총장 윤동섭 드림 목록 이전글 2026학년도 1학기 캠퍼스내 소속변경 전형 안내 2025-10-15 다음글 2025년 2학기 한국은행 동문 생활장학금 (~10/30) 2025-10-13 $(window).on(""orientationchange"",function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); jQuery(window).load(function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); 컨텐츠 내용 끝",#행사
[학부] 2026학년도 1학기 캠퍼스내 소속변경 전형 안내,"사이드메뉴 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 공지사항 YSB Now 언론 속 YSB 뉴스레터 기부스토리 홍보갤러리 컨텐츠 내용 시작 공지사항 2026학년도 1학기 캠퍼스내 소속변경 전형 안내 등록일: 2025-10-15 | 조회수: 193 1. 2026-1학기 캠퍼스내 소속변경 전형 안내문.pdf (73.95KB) 2. 2026-1학기 소속변경 지원가능 현황표.pdf (98.78KB) 1. 지원자격 ◼ 당초입학생에 한하여 지원 가능◼ 제1전공이 승인된 학생(휴학생 지원 가능) 중에서 3학기 이상 이수한 2학년 또는 6학기 이수 전인 3학년 재학생 및 휴학생에 한하여 지원 가능 ※ 3학년(6학기 이수자) 과정을 이수한 재학생이나 휴학생은 지원할 수 없음 ※ 예·체능계열 입학자 및 시스템반도체공학과, 디스플레이융합공학과 학생은 소속변경 지원 불가함◼ 소속변경 지원 전까지 소속학과의 전공과목 중 최소 9학점 이상 이수한 자에 한하여 지원 가능 2. 모집학과 ◼ 지원가능 현황표에서 확인◼ 일반 학과(전공) 학생의 예・체능계열, 언더우드국제대학 모든 학과, 의과대학, 치과대학, 간호대학, 약학대학,시스템반도체공학과, 디스플레이융합공학과으로의 소속변경은 불허함◼ 학과 심사 결과에 따라 적격자가 없다고 판단할 경우, 선발하지 않거나 선발가능 인원보다 적게 선발할수 있음 3. 전형방법 1) 1차 심사◼ 소속학과 전공과목 9학점 이상 이수 여부 및 소속학과·대학의 1차 심사 종합의견 심의◼ 2차 심사대상(면접대상) 여부 공지2) 2차 심사◼ 지원 대학·학과에서 서류 심사 후 면접대상자 선정◼ 서류 심사 합격자 대상 면접 심사 진행(필요에 따라 실기 및 필기시험 부과) 4. 전형일정 1) 신청기간: 2025. 10. 27.(월) ~ 10. 31.(금) 오후 5시2) 신청방법◼ 연세포탈서비스(http://portal.yonsei.ac.kr) 접속 후 로그인◼ 학사정보시스템 → 학사행정 → 학적 → 학생 → 캠퍼스내 소속변경신청◼ 소속변경 신청 화면에서 소속변경 사유 및 학업계획을 작성하고 저장3) 면접대상자 발표: 2025. 11. 13.(목) 오전 10시* 연세포탈서비스 로그인 → 학사행정 → 학적 → 학생 → 캠퍼스내 소속변경신청 메뉴→ 진행상태에서 확인4) 2차 면접심사 일정 및 장소: 2025. 11. 18.(화)* 연세포탈서비스 로그인 → 학사행정 → 학적 → 학생 → 캠퍼스내 소속변경신청 메뉴→ 면접안내정보에서 확인5) 최종 합격자 발표: 2025. 12. 5.(금)* 연세포탈서비스 로그인 → 학사행정 → 학적 → 학생 → 캠퍼스내 소속변경신청 메뉴 → 최종심사결과에서 확인 5. 유의사항 1) 소속변경에 합격하더라도 학번은 변동되지 않음2) 당초입학생이 아닌 편입생(일반,학사,군위탁), 졸업예정자 복수전공생, 재입학생은 소속변경을 지원할 수 없음2) 소속변경 지원서 접수 후 취소가 불가하여 신중히 지원여부를 결정하여야 함4) 소속변경 합격 후에는 취소가 불가함5) 소속변경 합격자는 전입한 학과에서 지정한 교과과정을 이수하여야 함6) 소속변경생은 최우등·우등졸업 대상에서 제외됨7) 글로벌인재대학으로의 소속변경은 반드시 희망 학과를 선택하여 신청해야함 목록 이전글 2025학년도 2학기 학생 선택에 따른 S/U 평가제도 신청 안내 2025-10-15 다음글 AI혁신연구원 개원식 초청(10/24 14:30, 백주년기념관 콘서트홀) 2025-10-15 $(window).on(""orientationchange"",function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwidth = img[i].width; ori_imgheight = img[i].height; if (divWidth == '720') { if (parseInt(ori_imgwidth) >= 720) { $(img[i]).css({""width"": ""720px"", ""height"": ""auto""}); } } else { if (parseInt(ori_imgwidth) >= 440) { $(img[i]).css({""width"": ""440px"", ""height"": ""auto""}); } } } }); jQuery(window).load(function() { var divWidth = $(""#BoardContent"").width(); var div = document.getElementById('BoardContent'); var imgtag = """"; var img = div.getElementsByTagName(""img""); for (i=0; i < img.length; i++) { ori_imgwi",#학사
